# 10,  name, allowedP, trueP, n, [sentinel], time
1, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 3.77201
# 2,  name, allowedP, trueP, n, [sentinel], time
2, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000717408
2, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000254323
2, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000332534
2, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.00047536
2, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.00068101
2, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000695524
2, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000952547
2, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.00117455
2, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00171489
2, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.0024392
2, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00309874
2, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00366207
2, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00474993
2, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00635875
2, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00713381
2, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.0117839
2, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0170895
2, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0193835
2, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0301398
2, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0403834
2, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0552929
2, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0806922
2, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.108222
2, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.143888
2, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.189596
2, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.273472
2, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.395663
2, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.536483
2, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.715876
2, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 1.03195
2, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.51512
2, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 2.09432
2, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.77138
2, hpce.abp14.direct_fourier_transform, 4, 4, 4870, 100.905, 4.05151
# 3,  name, allowedP, trueP, n, [sentinel], time
3, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000739193
3, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000426075
3, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.00029117
3, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000456777
3, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000614991
3, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000675598
3, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000862808
3, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.0010688
3, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00170078
3, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00201936
3, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00256156
3, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00720476
3, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00561498
3, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00693202
3, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00791655
3, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.0108345
3, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0157173
3, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0213318
3, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0223949
3, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0406077
3, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0532562
3, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0709851
3, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0902822
3, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.124813
3, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.202702
3, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.252542
3, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.344054
3, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.50245
3, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.730942
3, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.948553
3, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.28842
3, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.96611
3, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.82014
3, hpce.abp14.direct_fourier_transform, 4, 4, 4870, 100.905, 3.64172
# 4,  name, allowedP, trueP, n, [sentinel], time
4, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000639664
4, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000320175
4, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000303815
4, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000368901
4, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000613071
4, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000670239
4, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000906834
4, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.000982992
4, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00159441
4, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00196697
4, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00262958
4, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00291424
4, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00444872
4, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00593665
4, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00699233
4, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.00904011
4, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0132822
4, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0192383
4, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0234617
4, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0330534
4, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0566883
4, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0808723
4, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0990737
4, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.137657
4, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.18828
4, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.271983
4, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.377755
4, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.521293
4, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.71575
4, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 1.0457
4, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.45451
4, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.96684
4, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.57871
# 5,  name, allowedP, trueP, n, [sentinel], time
5, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000649325
5, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.00021408
5, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000340406
5, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000374634
5, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000636201
5, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.00058696
5, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000843565
5, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.000865403
5, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00124846
5, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00196313
5, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00274512
5, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00317971
5, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00480344
5, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.0060061
5, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00764476
5, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.0102857
5, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0141832
5, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0189632
5, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0214415
5, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.030437
5, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0484109
5, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0633347
5, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0908607
5, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.122434
5, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.170364
5, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.2177
5, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.330096
5, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.436769
5, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.624127
5, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.828558
5, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.24507
5, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.77203
5, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.36509
# 6,  name, allowedP, trueP, n, [sentinel], time
6, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000619154
6, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000235055
6, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000289916
6, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000349519
6, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000609878
6, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000647693
6, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000766669
6, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.000970822
6, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00155308
6, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00187422
6, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00189699
6, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00271067
6, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00392559
6, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00464465
6, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00588913
6, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.00897712
6, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0139937
6, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0194138
6, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0238263
6, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0324487
6, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0477413
6, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0626875
6, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0805104
6, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.113972
6, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.167051
6, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.21765
6, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.29512
6, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.43666
6, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.619692
6, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.837735
6, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.14467
6, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.71629
6, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.36314
# 7,  name, allowedP, trueP, n, [sentinel], time
7, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000452897
7, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000231016
7, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000288447
7, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000361897
7, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000654486
7, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000680992
7, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000604912
7, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.000727736
7, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00138103
7, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00166404
7, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00226842
7, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00244582
7, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00370523
7, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00580098
7, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00672966
7, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.00864685
7, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0126963
7, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0180797
7, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0194888
7, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0285025
7, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0425488
7, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0642758
7, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0883973
7, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.12238
7, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.181654
7, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.226306
7, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.325123
7, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.427954
7, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.668482
7, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.891688
7, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.24088
7, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.69324
7, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.55464
# 8,  name, allowedP, trueP, n, [sentinel], time
8, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000640648
8, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000227287
8, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000325995
8, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000347161
8, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000620044
8, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000592067
8, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000767389
8, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.000921123
8, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00155376
8, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00178859
8, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00233293
8, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00266504
8, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00430983
8, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00550631
8, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00606644
8, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.00790335
8, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0118477
8, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0174472
8, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0184318
8, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.0264738
8, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0379252
8, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0536292
8, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0702704
8, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.0995344
8, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.15896
8, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.217134
8, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.304541
8, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.408977
8, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.581135
8, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.823427
8, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.12655
8, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.54934
8, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.13977
# 9,  name, allowedP, trueP, n, [sentinel], time
9, hpce.abp14.direct_fourier_transform, 4, 4, 16, 5.08428, 0.000589132
9, hpce.abp14.direct_fourier_transform, 4, 4, 19, 4.44305, 0.000240364
9, hpce.abp14.direct_fourier_transform, 4, 4, 22, 3.74936, 0.000301
9, hpce.abp14.direct_fourier_transform, 4, 4, 26, 6.00059, 0.000393561
9, hpce.abp14.direct_fourier_transform, 4, 4, 32, 5.12512, 0.000663849
9, hpce.abp14.direct_fourier_transform, 4, 4, 38, 12.0709, 0.000655462
9, hpce.abp14.direct_fourier_transform, 4, 4, 45, 6.4673, 0.000808763
9, hpce.abp14.direct_fourier_transform, 4, 4, 53, 10.349, 0.0010086
9, hpce.abp14.direct_fourier_transform, 4, 4, 64, 8.48267, 0.00165976
9, hpce.abp14.direct_fourier_transform, 4, 4, 76, 0.770689, 0.00200697
9, hpce.abp14.direct_fourier_transform, 4, 4, 90, 8.68704, 0.00258579
9, hpce.abp14.direct_fourier_transform, 4, 4, 107, 6.6972, 0.00251934
9, hpce.abp14.direct_fourier_transform, 4, 4, 128, 6.99139, 0.00412914
9, hpce.abp14.direct_fourier_transform, 4, 4, 152, 15.2411, 0.00535023
9, hpce.abp14.direct_fourier_transform, 4, 4, 181, 4.25256, 0.00672073
9, hpce.abp14.direct_fourier_transform, 4, 4, 215, 6.5401, 0.00881679
9, hpce.abp14.direct_fourier_transform, 4, 4, 256, 7.77228, 0.0131158
9, hpce.abp14.direct_fourier_transform, 4, 4, 304, 7.41879, 0.0166924
9, hpce.abp14.direct_fourier_transform, 4, 4, 362, 17.4657, 0.0213546
9, hpce.abp14.direct_fourier_transform, 4, 4, 430, 18.7009, 0.029784
9, hpce.abp14.direct_fourier_transform, 4, 4, 512, 6.38456, 0.0497991
9, hpce.abp14.direct_fourier_transform, 4, 4, 608, 21.7851, 0.0695548
9, hpce.abp14.direct_fourier_transform, 4, 4, 724, 8.56682, 0.0864403
9, hpce.abp14.direct_fourier_transform, 4, 4, 861, 10.009, 0.116175
9, hpce.abp14.direct_fourier_transform, 4, 4, 1024, 15.0743, 0.162607
9, hpce.abp14.direct_fourier_transform, 4, 4, 1217, 30.1267, 0.22135
9, hpce.abp14.direct_fourier_transform, 4, 4, 1448, 32.4621, 0.320264
9, hpce.abp14.direct_fourier_transform, 4, 4, 1722, 26.774, 0.434516
9, hpce.abp14.direct_fourier_transform, 4, 4, 2048, 50.2559, 0.604047
9, hpce.abp14.direct_fourier_transform, 4, 4, 2435, 37.1636, 0.851329
9, hpce.abp14.direct_fourier_transform, 4, 4, 2896, 19.2577, 1.25602
9, hpce.abp14.direct_fourier_transform, 4, 4, 3444, 28.0925, 1.70642
9, hpce.abp14.direct_fourier_transform, 4, 4, 4096, 41.5433, 2.35875
